Protein group ID	ID'ed in Moloney et al.	tagm.map.localisation.prediction	Protein IDs (Tb427)	Majority protein IDs (Tb427)	Protein IDs (Both 427 and 927)	Majority protein IDs (Both 427 and 927)	Protein description	Guther et al. Name	Guther et al. Description	Mito. OM acc. to Niemann et al. (2013)	Mito. IM acc. to Niemann et al. (2013)	Glycosomal acc. to Güther et al. (2014)	Comments	Is a dual localized protein	TMD/hydrophobic protein	TM Presence	Guther et al High + TM	Peroxins and known PMPs	Marker - NEW	Marker protein name	Mol. weight [kDa]	Q-value	Score	Mean correlation	p-value	Class 1/2 PMP final assessment	Class 1/2 protein (preliminary)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Correlation Glyco-mem Rep1	Correlation Glyco-mem Rep2	Correlation Glyco-mem Rep3	Correlation Glyco-mem imputed Rep1	Correlation Glyco-mem imputed Rep2	Correlation Glyco-mem imputed Rep3	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
1920			Tb427_070078500	Tb427_070078500	Tb427_070078500;Tb927.7.7090	Tb427_070078500;Tb927.7.7090	"hypothetical protein, conserved "		"hypothetical protein, conserved"												17.387	0	10.006																															0.000168094	0.000207656	0.002170571	5.72792E-05	0.002208461	6.42169E-05	0.092244403	1	0.01956004	5.62055E-05	0.000265116	0.000150832
1921			Tb427_070078900	Tb427_070078900	Tb427_070078900;Tb927.7.7130	Tb427_070078900;Tb927.7.7130	"Flavodoxin/Radical SAM superfamily/Wyosine base formation, putative "		"hypothetical protein, conserved"												92.749	0	20.603																															0.045130045	0.057791272	0.051055643	0.065461204	0.052234029	0.07147201	0.077546662	1	0.423995341	0.0412822	0.054053015	0.05312312
1922			Tb427_070079300	Tb427_070079300	Tb427_070079300;Tb927.7.7170	Tb427_070079300;Tb927.7.7170	"Cyclin, putative "			Yes											79.173	0	39.869																															0.04538546	0.044802922	0.071785518	0.044733135	0.075425432	0.046680926	0.110556927	1	0.182154254	0.083136803	0.056581262	0.04600366
1924			Tb427_070080000	Tb427_070080000	Tb427_070080000;Tb927.7.7230	Tb427_070080000;Tb927.7.7230	"Nitroreductase family, putative "		nitroreductase		Yes										35.51	0	47.378																															0.002527052	0.001067264	0.002320648	0.002483314	0.003116727	0.001023779	0.072868483	1	0.021865113	0.000860404	0.002420639	0.001783498
1927			Tb427_070080300	Tb427_070080300	Tb11.v5.0835.1-p1;Tb427_070080300;Tb927.7.7260	Tb11.v5.0835.1-p1;Tb427_070080300;Tb927.7.7260	"Microtubule binding/Kinesin motor domain containing protein, putative "														113.34	0	12.215																																										
1928			Tb427_070080400	Tb427_070080400	Tb427_070080400	Tb427_070080400	"hypothetical protein, conserved "														85.525	0.0024073	2.4927																																										
1929			Tb427_070080600	Tb427_070080600	Tb427_070080600;Tb927.7.7290	Tb427_070080600;Tb927.7.7290	"COG4 transport protein, putative "		"hypothetical protein, conserved"												113.07	0	68.814																																										
1931			Tb427_070080900	Tb427_070080900	Tb427_070080900;Tb927.7.7320	Tb427_070080900;Tb927.7.7320	"hypothetical protein, conserved "		"hypothetical protein, conserved"												80.797	0	323.31																															0.000903353	0.000221387	0.009168991	0.00058729	0.001405828	0.000516022	0.088508168	1	0.632193067	0.00105647	0.001432965	0.000359867
1932			Tb427_070081000	Tb427_070081000	Tb427_070081000;Tb927.7.7330	Tb427_070081000;Tb927.7.7330	"hypothetical protein, conserved "														47.405	0	129.82																															0.002893507	0.003684822	0.003111393	0.001434833	0.000647121	0.004700058	0.202623065	1	0.001769977	0.00109387	0.001094899	0.000722344
1933			Tb427_070081100	Tb427_070081100	Tb427_070081100;Tb927.7.7340	Tb427_070081100;Tb927.7.7340	"hypothetical protein, conserved "														47.534	0	8.6625																															0.145740425	0.168456322	0.209160813	0.187656542	0.167551992	0.174431821	0.228182366	0.306857246	1	0.180918533	0.179183934	0.276276668
1934			Tb427_070081600	Tb427_070081600	Tb427_030058800;Tb427_070081600;Tb927.3.5530;Tb927.7.7400	Tb427_030058800;Tb427_070081600;Tb927.3.5530;Tb927.7.7400	"hypothetical protein, conserved "		"hypothetical protein, conserved"												266.82	0.00099875	3.1966																															0.001549385	0.005230035	0.003608497	0.001683644	0.010167948	0.003887587	0.343309537	1	0.010366514	0.002931441	0.00434086	0.003282031
1937			Tb427_070082000	Tb427_070082000	Tb427_070082000;Tb927.7.7440	Tb427_070082000;Tb927.7.7440	"hypothetical protein, conserved "		"hypothetical protein, conserved"												16.209	0	15.927																															0.000963415	0.000600698	0.006453614	0.00074725	0.003168373	0.000585758	0.106710843	1	0.040493373	0.001190721	0.000522951	0.000382091
1939			Tb427_070082300;Tb427_000655500;Tb427_000658100;Tb427_000790900;Tb427_000765900;Tb427_000127400;Tb427_000769300	Tb427_070082300	Tb05.5K5.180;Tb05.5K5.190;Tb11.v5.0209.1-p1;Tb11.v5.0217.1-p1;Tb11.v5.0281.1-p1;Tb11.v5.0379.1-p1;Tb11.v5.0380.1-p1;Tb11.v5.0425.1-p1;Tb11.v5.0470.1-p1;Tb11.v5.0546.1-p1;Tb11.v5.0576.1-p1;Tb427_000006400;Tb427_000006700;Tb427_000008900;Tb427_000015300;Tb427_000127400;Tb427_000273600;Tb427_000640300;Tb427_000655500;Tb427_000658100;Tb427_000692200;Tb427_000692600;Tb427_000697000;Tb427_000720500;Tb427_000728700;Tb427_000733300;Tb427_000746400;Tb427_000754500;Tb427_000763500;Tb427_000765900;Tb427_000769300;Tb427_000774000;Tb427_000790800;Tb427_000790900;Tb427_000797600;Tb427_000826100;Tb427_000828500;Tb427_000834100;Tb427_040047600;Tb427_050005700;Tb427_050007300;Tb427_050007400;Tb427_050052800;Tb427_050052900;Tb427_060005100;Tb427_060005200;Tb427_060008100;Tb427_070066500;Tb427_070066600;Tb427_070066700;Tb427_070066800;Tb427_070082300;Tb427_070083400;Tb427_080085100;Tb427_100028600;Tb427_100137600;Tb427_110155100;Tb927.10.13040;Tb927.10.2430;Tb927.4.3750;Tb927.5.285b;Tb927.5.320;Tb927.5.330;Tb927.5.4540;Tb927.5.4550;Tb927.6.190;Tb927.6.430;Tb927.6.800;Tb927.7.6040;Tb927.7.6050;Tb927.7.6060;Tb927.7.6070;Tb927.7.6080;Tb927.7.7470;Tb927.8.7940	Tb05.5K5.180;Tb05.5K5.190;Tb11.v5.0209.1-p1;Tb11.v5.0281.1-p1;Tb11.v5.0425.1-p1;Tb11.v5.0470.1-p1;Tb11.v5.0546.1-p1;Tb11.v5.0576.1-p1;Tb427_000006400;Tb427_000006700;Tb427_000008900;Tb427_000015300;Tb427_000720500;Tb427_000728700;Tb427_040047600;Tb427_050005700;Tb427_050007300;Tb427_050007400;Tb427_050052800;Tb427_050052900;Tb427_060005100;Tb427_060005200;Tb427_060008100;Tb427_070066500;Tb427_070066600;Tb427_070066700;Tb427_070066800;Tb427_070082300;Tb427_070083400;Tb427_080085100;Tb427_100028600;Tb427_100137600;Tb427_110155100;Tb927.10.13040;Tb927.10.2430;Tb927.4.3750;Tb927.5.285b;Tb927.5.320;Tb927.5.330;Tb927.5.4540;Tb927.5.4550;Tb927.6.190;Tb927.6.430;Tb927.6.800;Tb927.7.6040;Tb927.7.6050;Tb927.7.6060;Tb927.7.6070;Tb927.7.6080;Tb927.7.7470;Tb927.8.7940	"Periplasmic binding protein/Adenylate and Guanylate cyclase catalytic domain containing protein, putative "														132.71	0	323.31																															0.000518718	0.000979249	2.03921E-05	1.40608E-05	0.000617031	8.54186E-06	0.158127372	1	0.725246731	0.000726554	2.46258E-05	0.000368073
1941			Tb427_070083400	Tb427_070083400	Tb09.v4.0009;Tb11.v5.0209.1-p1;Tb11.v5.0217.1-p1;Tb11.v5.0281.1-p1;Tb11.v5.0379.1-p1;Tb11.v5.0425.1-p1;Tb11.v5.0470.1-p1;Tb11.v5.0546.1-p1;Tb11.v5.0576.1-p1;Tb11.v5.0654.1-p1;Tb427_000006400;Tb427_000006700;Tb427_000008900;Tb427_000015300;Tb427_000127400;Tb427_000273600;Tb427_000640300;Tb427_000655500;Tb427_000658100;Tb427_000692200;Tb427_000692600;Tb427_000697000;Tb427_000720500;Tb427_000728700;Tb427_000733300;Tb427_000746400;Tb427_000754500;Tb427_000763500;Tb427_000765900;Tb427_000769300;Tb427_000774000;Tb427_000790800;Tb427_000790900;Tb427_000797600;Tb427_000826100;Tb427_000828500;Tb427_000834100;Tb427_040047600;Tb427_050005700;Tb427_050007300;Tb427_050007400;Tb427_060005100;Tb427_060005200;Tb427_060008100;Tb427_070066500;Tb427_070066600;Tb427_070066700;Tb427_070066800;Tb427_070082300;Tb427_070083400;Tb427_080085100;Tb427_090092300;Tb427_100028600;Tb927.10.2430;Tb927.4.3750;Tb927.5.285b;Tb927.5.320;Tb927.5.330;Tb927.6.190;Tb927.6.430;Tb927.6.800;Tb927.7.6040;Tb927.7.6050;Tb927.7.6060;Tb927.7.6070;Tb927.7.6080;Tb927.7.7470;Tb927.8.7940;Tb927.9.15660	Tb09.v4.0009;Tb11.v5.0209.1-p1;Tb11.v5.0281.1-p1;Tb11.v5.0425.1-p1;Tb11.v5.0470.1-p1;Tb11.v5.0546.1-p1;Tb11.v5.0576.1-p1;Tb11.v5.0654.1-p1;Tb427_000006400;Tb427_000006700;Tb427_000008900;Tb427_000015300;Tb427_000720500;Tb427_000728700;Tb427_040047600;Tb427_050005700;Tb427_050007300;Tb427_050007400;Tb427_060005100;Tb427_060005200;Tb427_060008100;Tb427_070066500;Tb427_070066600;Tb427_070066700;Tb427_070066800;Tb427_070082300;Tb427_070083400;Tb427_080085100;Tb427_090092300;Tb427_100028600;Tb927.10.2430;Tb927.4.3750;Tb927.5.285b;Tb927.5.320;Tb927.5.330;Tb927.6.190;Tb927.6.430;Tb927.6.800;Tb927.7.6040;Tb927.7.6050;Tb927.7.6060;Tb927.7.6070;Tb927.7.6080;Tb927.7.7470;Tb927.8.7940;Tb927.9.15660	"Adenylate and Guanylate cyclase catalytic domain containing protein, putative "														137.57	0	227.26																															0.004848106	0.00023423	0.004239163	0.00013433	0.001201351	0.000425184	0.294184458	1	0.842283085	0.000634836	5.38428E-05	0.000281964
1943			Tb427_080005600	Tb427_080005600	Tb427_080005600;Tb927.8.550	Tb427_080005600;Tb927.8.550	"Peptide methionine sulfoxide reductase, putative "														20.38	0	4.0073																															0.002287823	0.011626765	0.010303092	0.002074097	0.002894246	0.002740038	0.057617285	1	0.005687561	0.003194748	0.002146905	0.003299529
1946			Tb427_080005900	Tb427_080005900	Tb427_080005900;Tb927.8.580	Tb427_080005900;Tb927.8.580	"hypothetical protein, conserved "														40.088	0	180.63																															0.001435243	0.000453775	0.00355464	0.003618332	0.002886405	0.001941621	0.049127201	1	0.086241119	0.001746379	0.002469928	0.004203882
1948			Tb427_080006300	Tb427_080006300	Tb427_080006300;Tb927.8.610	Tb427_080006300;Tb927.8.610	"hypothetical protein, conserved "		"hypothetical protein, conserved"												96.168	0	22.693																															0.137637068	0.080652586	0.091044376	0.110661155	0.065696831	0.104280883	0.334821337	1	0.154196785	0.077682396	0.125606631	0.109686257
1950			Tb427_080006500	Tb427_080006500	Tb427_080006500;Tb927.8.630	Tb427_080006500;Tb927.8.630	"Biotin/lipoate A/B protein ligase family, putative "														57.122	0	91.366																															0.004980798	0.00455259	0.003700722	0.003045094	0.000809013	0.006586394	0.131542056	1	0.010526535	0.004705137	0.00114651	0.006446463
1952			Tb427_080006700	Tb427_080006700	Tb427_080006700;Tb927.8.650	Tb427_080006700;Tb927.8.650	"E1-E2 ATPase/haloacid dehalogenase-like hydrolase, putative "		"cation-transporting ATPase, putative"												140.41	0	323.31																															3.56869E-05	0.000191049	0.003430339	2.50274E-05	0.000355478	0.00018336	0.050543839	1	0.183255148	4.24493E-05	2.391E-05	0.000423986
1953			Tb427_080006900	Tb427_080006900	Tb427_080006900;Tb927.8.670	Tb427_080006900;Tb927.8.670	"hypothetical protein, conserved "														32.343	0	8.1483																															0.038502289	0.046352192	0.010760268	0.012962016	0.018285953	0.008835672	0.158157569	1	0.172965233	0.008972625	0.006688788	0.011747713
1954			Tb427_080007000	Tb427_080007000	Tb427_080007000;Tb927.8.680	Tb427_080007000;Tb927.8.680	"hypothetical protein, conserved "		KREPA5												19.057	0	3.949																															0.001669588	0.001560309	0.003034074	0.006624803	0.004817827	0.002657632	0.016319132	1	0.002463572	0.001264241	0.008077035	0.006513423
1956			Tb427_080007500	Tb427_080007500	Tb427_080007500;Tb927.8.730	Tb427_080007500;Tb927.8.730	"Nucleoplasmin-like domain containing protein, putative "		"nucleolar RNA-binding protein, putative"												27.483	0.00075586	3.4113																															0.080440214	0.046847375	0.085325624	0.072272866	0.063464084	0.058739274	0.062235032	0.254955151	1	0.051321852	0.054252206	0.05518031
1959			Tb427_080008100	Tb427_080008100	Tb427_080008100;Tb927.8.790	Tb427_080008100;Tb927.8.790	"hypothetical protein, conserved "														144.67	0	90.298																																										
1960			Tb427_080008200	Tb427_080008200	Tb427_080008200;Tb927.8.800	Tb427_080008200;Tb927.8.800	"Proteasome-substrate-size regulator, mid region/Domain of unknown function (DUF3437), putative "		"hypothetical protein, conserved"												246.73	0	101.41																															0.05300367	0.058919469	0.041300787	0.047849645	0.093772256	0.036011616	0.085394138	1	0.666337103	0.050654483	0.060238915	0.043961102
1962			Tb427_080008400	Tb427_080008400	Tb427_080008400;Tb927.8.820	Tb427_080008400;Tb927.8.820	"VID27 C-terminal WD40-like domain containing protein, putative "		"hypothetical protein, conserved"												61.673	0	19.314																															0.000951126	0.000712633	0.009333522	0.000928164	0.006757915	0.001509691	0.015518804	1	0.281779871	0.001712684	0.000766426	0.000879438
1963			Tb427_080008500	Tb427_080008500	Tb427_080008500;Tb927.8.830	Tb427_080008500;Tb927.8.830	"Vacuolar membrane-associated protein Iml1, putative "														168.22	0.0021723	2.5463																															0.218417759	0.207208674	0.186529635	0.131377179	0.248618561	0.194079192	0.199622381	1	0.325414214	0.181669619	0.167703396	0.22602864
1965			Tb427_080008900	Tb427_080008900	Tb427_080008900;Tb927.8.870	Tb427_080008900;Tb927.8.870	"Protein kinase domain/Protein tyrosine kinase/Kinase-like, putative "		"serine/threonine kinase, putative,protein kinase, putative"												33.524	0.0086778	1.7491																															0.638354219	0.693858732	0.685964243	0.677384168	0.686446447	0.694204596	0.674828741	1	0.757621747	0.60417599	0.694881275	0.662588844
1966			Tb427_080009000	Tb427_080009000	Tb427_080009000;Tb927.8.880	Tb427_080009000;Tb927.8.880	"hypothetical protein, conserved "		hypothetical protein												79.204	0	48.125																															0.001974134	0.00621067	0.00884526	0.008736089	0.001590307	0.001655729	0.018082274	1	0.504361211	0.001781045	0.001713671	0.004980145
1971			Tb427_080009900	Tb427_080009900	Tb427_080009900;Tb927.8.970	Tb427_080009900;Tb927.8.970	"Glutamic acid/alanine-rich protein of Trypanosoma, putative "														50.273	0.0014742	2.8585																															0.790268297	0.803023356	0.778356688	0.786168408	0.812247661	0.792588134	0.794294119	0.854571086	1	0.786252801	0.823491204	0.814281257
1972			Tb427_080010000	Tb427_080010000	Tb427_080010000;Tb927.8.980	Tb427_080010000;Tb927.8.980	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I/Phosphoglucomutase/phosphomannomutase, C-terminal domain containing protein, putative "		"phosphoacetylglucosamine mutase, putative,acetylglucosaminephosphomutase, putative,N-acetylglucosamine-phosphate mutase, putative"												64.95	0	76.255																															0.000248076	0.000165928	0.00177819	0.0001395	0.000249269	0.000266848	0.002828786	0.310395315	1	0.001268092	0.000117652	0.000258375
1973			Tb427_080010100	Tb427_080010100	Tb427_080010100;Tb927.8.990	Tb427_080010100;Tb927.8.990	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative "		"RNA-binding protein, putative"												33.944	0	4.8989																																										
1975			Tb427_080010500	Tb427_080010500	Tb427_080010500;Tb927.8.1030	Tb427_080010500;Tb927.8.1030	"hypothetical protein, conserved "														33.292	0	57.676																															0.005358234	0.019307083	0.088729218	0.005283148	0.018584647	0.020905717	0.005400694	1	0.099327743	0.01306937	0.008798314	0.010565594
1977			Tb427_080010800	Tb427_080010800	Tb427_080010800;Tb927.8.1060	Tb427_080010800;Tb927.8.1060	"Malonyl-CoA decarboxylase C-terminal domain containing protein, putative "														82.366	0	11.085																															0.227149534	0.254256767	0.328590912	0.33181151	0.243659805	0.253239766	0.409472422	1	0.303075693	0.290158889	0.232200099	0.351563356
1980			Tb427_080011400	Tb427_080011400	Tb427_080011400;Tb927.8.1120	Tb427_080011400;Tb927.8.1120	"hypothetical protein, conserved "		"hypothetical protein, conserved"												13.959	0	157.42																															0.003591787	0.012268957	0.005104125	0.001702837	0.001522011	0.00122836	0.04121139	0.636569282	1	0.005068645	0.001569856	0.001174055
1983			Tb427_080012000	Tb427_080012000	Tb427_080011800;Tb427_080012000;Tb927.8.1200	Tb427_080011800;Tb427_080012000;Tb927.8.1200	"Cation transporter/ATPase, N-terminus/E1-E2 ATPase/haloacid dehalogenase-like hydrolase/Cation transport ATPase (P-type)/Cation transporting ATPase, C-terminus, putative "													Vacuolar-type Ca2+-ATPase 2	119.07	0	44.13																															7.53464E-05	0.000608909	0.005308019	0.00011796	0.002016753	9.56233E-05	0.05498645	0.699679724	1	0.001257945	0.000177984	0.000246966
1984			Tb427_080012100	Tb427_080012100	Tb427_080012100;Tb927.8.1210	Tb427_080012100;Tb927.8.1210	"hypothetical protein, conserved "		"hypothetical protein, conserved"												77.785	0	16.983																															0.430662663	0.463893864	0.512974494	0.489967342	0.516286426	0.481494489	0.493261134	1	0.596023463	0.497613171	0.54659593	0.49100014
1985			Tb427_080012200	Tb427_080012200	Tb427_080012200	Tb427_080012200	"hypothetical protein, conserved "														22.644	0	6.827																																										
1987			Tb427_080012500	Tb427_080012500	Tb427_080012500;Tb927.8.1250	Tb427_080012500;Tb927.8.1250	"Sel1 repeat, putative "														89.011	0	122.57																															0.007647727	0.006771431	0.006279063	0.003549168	0.01036104	0.010645356	0.018329818	1	0.062863551	0.00907503	0.00322832	0.007090765
1989			Tb427_080012800	Tb427_080012800	Tb427_080012800;Tb927.8.1280	Tb427_080012800;Tb927.8.1280	"hypothetical protein, conserved "														154.15	0.0073784	1.8589																																										
1990			Tb427_080012900	Tb427_080012900	Tb427_080012900;Tb927.8.1290	Tb427_080012900;Tb927.8.1290	"hypothetical protein, conserved "														119.97	0	4.1095																															0.004720395	0.003435158	0.014534822	0.01125105	0.008944526	0.020860672	0.036633339	1	0.055606515	0.010931883	0.018790245	0.010156186
1991			Tb427_080013200	Tb427_080013200	Tb427_080013200;Tb927.8.1310	Tb427_080013200;Tb927.8.1310	"Mitochondrial carrier protein, putative "														36.864	0.0073716	1.8512																															0.008007388	0.010756552	0.043105782	0.01769033	0.019364275	0.017703812	0.006503346	1	0.068152574	0.012839658	0.00891554	0.009190091
1992			Tb427_080013300	Tb427_080013300	Tb427_080013300;Tb927.8.1320	Tb427_080013300;Tb927.8.1320	"hypothetical protein, conserved "														27.16	0	130.02																															0.472256946	0.583462829	0.477480891	0.533358761	0.489275502	0.483470503	0.559700667	0.613807407	1	0.473411774	0.52681126	0.496825967
1994			Tb427_080013700	Tb427_080013700	Tb11.v5.0779.1-p1;Tb427_080013700;Tb927.8.1360	Tb427_080013700;Tb927.8.1360	"Dynein heavy chain, N-terminal region 2/Hydrolytic ATP binding site of dynein motor region/P-loop containing dynein motor region containing protein, putative "		"hypothetical protein, conserved"												473.37	0	50.53																															0.013216786	0.185074336	0.003237921	0.013168871	0.003348356	0.008398502	1	0.247730978	0.004194817	0.011791241	0.004524805	0.010060345
1995			Tb427_080013800	Tb427_080013800	Tb427_080013800;Tb927.8.1370	Tb427_080013800;Tb927.8.1370	"hypothetical protein, conserved "		"hypothetical protein, conserved"			Possible glycosomal			TriTrypDB	Yes	1				18.047	0	147.97																															0.000741043	0.000836337	0.008410738	0.000991609	0.003825433	0.000919824	0.037967756	1	0.031600355	0.000434611	0.001318029	0.001329823
1996			Tb427_080016400	Tb427_080016400	Tb11.v5.0588.1-p1;Tb427_080016400;Tb927.8.1410	Tb11.v5.0588.1-p1;Tb427_080016400;Tb927.8.1410	"AARP2CN (NUC121) domain/40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal, putative "		"hypothetical protein, conserved"												87.413	0	101.02																															0.076797765	0.057241621	0.106586726	0.057830882	0.053452263	0.10918612	0.084872518	1	0.407622731	0.034491545	0.039989115	0.04969432
1998			Tb427_080016600	Tb427_080016600	Tb427_080016600;Tb927.8.1430	Tb427_080016600;Tb927.8.1430	"hypothetical protein, conserved "														19.865	0	112.56																															0.005628415	0.005583021	0.013979876	0.006166049	0.006110841	0.001902595	0.791377751	1	0.007803141	0.007998146	0.007832809	0.004883925
1999			Tb427_080016700	Tb427_080016700	Tb427_080016700;Tb927.8.1440	Tb427_080016700;Tb927.8.1440	"N-terminal half of MaoC dehydratase/MaoC like domain containing protein, putative "		"maoC-like dehydratase, putative"												17.815	0	131.74																															0.002526191	0.004835011	0.00845404	0.003602429	0.003595102	0.005915054	0.003879708	0.705273198	1	0.009791184	0.00399192	0.009788487
2000			Tb427_080017000	Tb427_080017000	Tb427_080017000;Tb927.8.1470	Tb427_080017000;Tb927.8.1470	"hypothetical protein, conserved "			Yes											62.237	0	30.979																															0.004132806	0.00482587	0.001170156	0.000667523	0.004002039	0.002200852	0.129772122	1	0.043118526	0.001593772	0.002090803	0.001197506
2002			Tb427_080017200	Tb427_080017200	Tb427_080017200;Tb927.8.1490	Tb427_080017200;Tb927.8.1490	"Protein of unknown function (DUF1674), putative "				Yes										11.249	0	45.727																																										
2004			Tb427_080017400	Tb427_080017400	Tb427_080017400;Tb927.8.1510	Tb427_080017400;Tb927.8.1510	"DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein, putative "		"ATP-dependent DEAD/H RNA helicase, putative"												46.162	0	8.9215																															0.231118629	0.922271402	1	0.242153677	0.188073867	0.278957983	0.428289971	0.224118597	0.344785707	0.281692254	0.305427577	0.281313012
2005			Tb427_080017500	Tb427_080017500	Tb427_080017500;Tb927.8.1520	Tb427_080017500;Tb927.8.1520	"hypothetical protein, conserved "														44.058	0.0082474	1.7831																															0.000858919	0.000413467	0.002318987	0.000258732	0.001582443	0.000253916	0.005429973	1	0.000674002	0.000399452	0.000962089	0.000471514
2011			Tb427_080018300	Tb427_080018300	Tb427_080018300;Tb927.8.1590	Tb427_080018300;Tb927.8.1590	"Ubiquitin binding region/HECT-domain (ubiquitin-transferase), putative "		"ubiquitin-protein ligase, putative"												469.8	0	233.27																															0.27465521	0.302048963	0.365483099	0.29060544	0.263512994	0.348175204	0.358208955	1	0.737739872	0.345539475	0.295966849	0.281149165
2014			Tb427_080019000	Tb427_080019000	Tb427_070065200;Tb427_070065300;Tb427_070065400;Tb427_070065500;Tb427_070065600;Tb427_070065700;Tb427_070065800;Tb427_070065900;Tb427_070066000;Tb427_070066100;Tb427_080019000;Tb927.7.5950;Tb927.7.5960;Tb927.7.5970;Tb927.7.5980;Tb927.7.5990;Tb927.7.6000;Tb927.8.1650	Tb427_070065200;Tb427_070065300;Tb427_070065400;Tb427_070065500;Tb427_070065600;Tb427_070065800;Tb427_070066000;Tb427_070066100;Tb427_080019000;Tb927.7.5950;Tb927.7.5960;Tb927.7.5970;Tb927.7.5990;Tb927.8.1650	"Major Facilitator Superfamily/Nodulin-like, putative "														65.271	0.0014595	2.6751																															0.002372706	0.007407997	0.0042375	0.003942851	0.007020242	0.004329081	0.020086822	0.023134201	1	0.003176459	0.00464647	0.002125013
2015			Tb427_080019900	Tb427_080019900	Tb427_080019900;Tb927.8.1710	Tb427_080019900;Tb927.8.1710	"Phosphotyrosyl phosphate activator (PTPA) protein, putative "														46.012	0	7.5559																																										
2017			Tb427_080020100	Tb427_080020100	Tb427_080020100;Tb927.8.1730	Tb427_080020100;Tb927.8.1730	"hypothetical protein, conserved "														13.47	0	7.8057																																										
2019			Tb427_080020300	Tb427_080020300	Tb427_080020300;Tb927.8.1750	Tb427_080020300;Tb927.8.1750	"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis, putative "		"hypothetical protein, conserved"												13.129	0	18.046																																										
2020			Tb427_080020500	Tb427_080020500	Tb427_080020500;Tb927.8.1770	Tb427_080020500;Tb927.8.1770	"hypothetical protein, conserved "														59.493	0	127.82																															0.002934262	0.001475382	0.00926214	0.001861666	0.0042113	0.00305577	0.060604275	1	0.082052491	0.000932985	0.001594685	0.0020985
2021			Tb427_080020700	Tb427_080020700	Tb427_080020700;Tb927.8.1790	Tb427_080020700;Tb927.8.1790	"hypothetical protein, conserved "		"hypothetical protein, conserved"												17.441	0	6.8012																															0.000272577	0.003283968	0.000737211	0.00107411	0.005875249	0.000777599	0.984813443	1	0.925821703	0.009565822	9.92929E-05	0.000390112
2022			Tb427_080020900	Tb427_080020900	Tb427_080020900;Tb927.8.1810	Tb427_080020900;Tb927.8.1810	"Eukaryotic integral membrane protein (DUF1751), putative "														32.551	0	5.3307																															0.011775239	0.006963273	0.005874991	0.011526358	0.009345158	0.012907158	0.024389905	1	0.705949153	0.018644973	0.013006157	0.007273341
2023			Tb427_080021000	Tb427_080021000	Tb427_080021000;Tb927.8.1820	Tb427_080021000;Tb927.8.1820	"hypothetical protein, conserved "														43.41	0	81.472																															0.001571532	0.00072929	0.000507773	0.00131437	0.003598751	0.000999059	0.114859919	1	0.001108031	0.000473854	0.001629849	0.001457959
2024			Tb427_080021200	Tb427_080021200	Tb427_080021200;Tb927.8.1840	Tb427_080021200;Tb927.8.1840	"Sec7 domain containing protein, putative "														194.5	0	45.926																															0.059783228	0.109148776	0.105640835	0.089318712	0.09502735	0.073331267	0.123333148	1	0.489873559	0.047095135	0.089455176	0.057735039
2031			Tb427_080022200	Tb427_080022200	Tb427_080022200;Tb927.8.1940	Tb427_080022200;Tb927.8.1940	"Endomembrane protein 70, putative "														70.41	0	174.8																															0.001794986	0.003313324	0.004649933	0.001021036	0.004042205	0.004059626	0.03538857	1	0.846052952	0.001380002	0.001880563	0.000996892
2032			Tb427_080022400	Tb427_080022400	Tb427_080022400;Tb927.8.1950	Tb427_080022400;Tb927.8.1950	"ApbE family, putative "		"hypothetical protein, conserved"												78.778	0	7.035																															0.004086102	0.002921621	0.096450097	0.004932441	0.00715723	0.00362421	0.088749941	1	0.649731859	0.004022547	0.003505507	0.013160158
2034			Tb427_080022700	Tb427_080022700	Tb427_080022700;Tb927.8.1980	Tb427_080022700;Tb927.8.1980	"WD domain, G-beta repeat/UTP15 C terminal, putative "		"hypothetical protein, conserved"												53.312	0	10.253																																										
2039			Tb427_080023300	Tb427_080023300	Tb427_080023300;Tb927.8.2040	Tb427_080023300;Tb927.8.2040	"RecQ mediated genome instability protein, putative "		"hypothetical protein, conserved"												27.502	0.0082531	1.7918																																										
2040			Tb427_080023400	Tb427_080023400	Tb427_080023400;Tb927.8.2050	Tb427_080023400;Tb927.8.2050	"MobA-like NTP transferase domain/Nucleotidyl transferase/Bacterial transferase hexapeptide (six repeats), putative "		GDP-mannose pyrophosphorylase												40.704	0	12.206																															0.830209309	0.852044412	0.834746078	0.845211064	0.843281458	0.841591231	0.820287955	1	0.878109883	0.83287907	0.820762536	0.823393014
